id,post_parent,image,image_gallery,post_title,post_content,post_excerpt,post_name,post_date,_sku,product_cat,product_tag,_regular_price,_sale_price,_sale_price_dates_from,_sale_price_dates_to,_featured,_tax_status,_tax_class,_weight,_height,_width,_length,_stock,_stock_status,_manage_stock,_backorders,_sold_individually,product_shipping_class,grouped_items,_product_adminlink,_purchase_note,post_status,_visibility,_upsell_ids,_crosssell_ids,_downloadable,_virtual,_download_expiry,_download_limit,_downloadable_files,_download_type,_product_url,_button_text,comment_status,menu_order,product_type,_product_permalink,_default_attributes,attribute_pa_anbieter,attribute_pa_white-label,attribute_pa_produkttyp
2998,0,,,Behandlungsfehler durch niedergelassenen Arzt - Erstberatung zu den rechtlichen Möglichkeiten,"Sie waren aufgrund einer vorgenommenen Behandlung oder Operation bei einem niedergelassenen Arzt und haben nunmehr den Verdacht, dass diesem ein Fehler unterlaufen ist? Sie sind vor Ihrer Behandlung über Risiken nicht aufgeklärt worden?

<strong>Das Beratungsangebot</strong>
Wir beraten Sie im Rahmen einer Erstberatung zu den Möglichkeiten einer Inanspruchnahme des Arztes.",Es erfolgt eine Erstberatung bei vermuteten Behandlungsfehlern und/oder Aufklärungsfehlern durch einen niedergelassenen Arzt.,behandlungsfehler-durch-niedergelassenen-arzt-erstberatung-zu-den-rechtlichen-moeglichkeiten,2015-09-01 13:54:18,,Medizinrecht,"Verbraucher, Medizinrecht, Patientenrecht, Arzt, Behandlungsfehler, Aufklärungsfehler, niedergelassener Arzt",149.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2998&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/medizinrecht/behandlungsfehler-durch-niedergelassenen-arzt-erstberatung-zu-den-rechtlichen-moeglichkeiten/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
3001,0,,,Behandlungsfehler in einer Rehabilitationseinrichtung - Erstberatung zu den rechtlichen Möglichkeiten,"Sie haben aufgrund einer vorgenommenen Behandlung in einer Rehabilitationseinrichtung nunmehr den Verdacht, dass dort ein Fehler unterlaufen ist? Sie sind von der Reha-Klinik vor Ihrer Behandlung über Risiken nicht aufgeklärt worden?

<strong>Das Beratungsangebot</strong>
Wir beraten Sie im Rahmen einer Erstberatung zu den Möglichkeiten einer Inanspruchnahme der Klinik bzw. des Klinikpersonals.",Es erfolgt eine Erstberatung bei vermuteten Behandlungsfehlern und/oder Aufklärungsfehlern in einer Rehabilitationsklinik.,behandlungsfehler-in-einer-rehabilitationseinrichtung-erstberatung-zu-den-rechtlichen-moeglichkeiten,2015-09-01 14:05:00,,Medizinrecht,"Verbraucher, Medizinrecht, Patientenrecht, Behandlungsfehler, Aufklärungsfehler, Rehabilitationseinrichtung, Rehabilitation, Reha",169.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=3001&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/medizinrecht/behandlungsfehler-in-einer-rehabilitationseinrichtung-erstberatung-zu-den-rechtlichen-moeglichkeiten/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2997,0,,,Behandlungsfehler während eines Krankenhausaufenthalts - Erstberatung zu den rechtlichen Möglichkeiten,"Sie waren aufgrund einer vorgenommenen Behandlung oder Operation im Krankenhaus und haben nunmehr den Verdacht, dass dem Behandler oder dem Krankenhauspersonal ein Fehler unterlaufen ist? Sie sind vor Ihrer Behandlung über Risiken nicht aufgeklärt worden?

<strong>Das Beratungsangebot</strong>
Wir beraten Sie im Rahmen einer Erstberatung zu den Möglichkeiten einer Inanspruchnahme des Arztes oder Krankenhauses.",Es erfolgt eine Erstberatung bei vermuteten Behandlungsfehlern und/oder Aufklärungsfehlern im Krankenhaus.,behandlungsfehler-waehrend-eines-krankenhausaufenthalts-erstberatung-zu-den-rechtlichen-moeglichkeiten,2015-09-01 13:46:26,,Medizinrecht,"Krankenhaus, Verbraucher, Medizinrecht, Patientenrecht, Behandlungsfehler, Aufklärungsfehler, Krankenhausaufenthalt",149.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2997&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/medizinrecht/behandlungsfehler-waehrend-eines-krankenhausaufenthalts-erstberatung-zu-den-rechtlichen-moeglichkeiten/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
16401,0,,,Behindertentestament,"Behinderte Kinder und Erwachsene beziehen oftmals Sozialleistungen. Wird ein insoweit sozialleistungsberechtigter insbesondere geistig Behinderter Erbe, so kann es bei Überschreitung gewisser Höchstbeträge passieren, dass diese Sozialleistungen entfallen. Der Bundesgerichtshof hat entschieden, dass ein Testament, welches genau diesen Überlegungen Rechnung trägt und so gestaltet ist, dass weiterhin Sozialleistungen zu bezahlen sind, rechtmäßig ist.

<strong>Das Beratungsangebot</strong>
Sie erhalten ein rechtssicher auf die Bedürfnisse hin erstelltes Formular für ein Behindertentestament mit einer telefonischen Beratung durch einen Rechtsanwalt (bis zu 60 Minuten), der die Vorlage für ein Testament für Sie erstellt. Die Vorlage bezieht sich nur auf die Regelungen betreffend die Berücksichtigung der Interessen des behinderten Kindes. Sie enthält Platzhalter für weitere letztwillige Verfügungen wie beispielsweise Vermächtnisse und Erbeinsetzungen.","Sie erhalten eine telefonischen Beratung durch einen Rechtsanwalt (bis zu 60 Minuten), der anschließend die Vorlage für ein Testament für Sie erstellt.",behindertentestament,2015-11-13 13:23:31,,Erbrecht,"Testament, Erbrecht, Verbraucher, Behindertentestament, Erbeinsetzung, Vermächtnis",250,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=16401&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/erbrecht/behindertentestament/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2844,0,,,Beleidigung - Erstberatung für Betroffene in OWi-Sachen,"Ihnen wird eine Beleidigung vorgeworfen?

<strong>Das Beratungsangebot</strong>
Wir erläutern Ihnen im Rahmen einer Erstberatung die möglichen Rechtsfolgen (Höhe des Bußgeldes, strafrechtliche Konsequenzen). Zudem informieren wir Sie darüber, wie man sich während eines OWi-Verfahrens wegen einer Beleidigung verhält und was man nach Erhalt eines Bußgeldbescheides unternehmen muss.","Wir erläutern den weiteren Ablauf des OWi-Verfahrens wegen Beleidigung, mögliche Rechtsfolgen und geben Empfehlungen für die weitere Vorgehensweise.",erstberatung-fuer-betroffene-in-owi-sachen-beleidigung,2015-08-12 14:05:14,,Verkehrsrecht,"Verbraucher, Unternehmer, Bußgeldbescheid, Verkehrsrecht, Anhörungsbogen, Straßenverkehrsordnung, OWi-Sache, Ordnungswidrigkeitenrecht, Straßenverkehrsrecht, OWi-Verfahren, Beleidigung",49.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2844&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verkehrsrecht/erstberatung-fuer-betroffene-in-owi-sachen-beleidigung/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
16421,0,,,Beratung zu Datenschutzfragen,"Sie möchten Ihr Datenschutzkonzept einer Kontrolle unterziehen, um auf mögliche Risiken und Problemfelder frühzeitig hingewiesen zu werden?

<strong>Das Beratungsangebot</strong>
Wir bieten Ihnen eine Prüfung und Bewertung Ihres Datenschutzkonzepts durch einen TÜV-geprüften Datenschutzauditor. Dieser hilft Ihnen, die datenschutzrechtlichen Risiken abzuschätzen und zu reduzieren.

Auf Wunsch erhalten Sie ein Gutachten, das Sie auch zur Vorlage bei Ihren Kunden einsetzen können. Dieses Gutachten eignet sich insbesondere zur Bestandsaufnahme des aktuellen Datenschutzniveaus im Unternehmen, zur Überprüfung der Umsetzung der Datenschutzstandards im Unternehmen und zum Nachweis des Datenschutzniveaus gegenüber Kunden und potentiellen Auftraggebern.","<span style=""line-height: 1.42857;"">Wir bieten Ihnen eine Prüfung und Bewertung Ihres Datenschutzkonzepts durch einen TÜV-geprüften Datenschutzauditor. </span>",beratung-zu-datenschutzfragen,2015-11-16 17:41:03,,Datenschutzrecht,"Datenschutz, Unternehmer, Datenschutzrecht, Datenschutzkonzept, Datenschutzfragen",1,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=16421&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/datenschutzrecht/beratung-zu-datenschutzfragen/,,Kanzlei Prof. Schweizer,ADM,Kein Preis
2048,0,,,Beratung zu Erstellung und Gestaltung eines Ehevertrags,"Viele Paare verzichten auf einen Ehevertrag, obwohl dieser häufig sinnvoll ist und einigen Ehepartnern dringend zu empfehlen. Das kann etwa dann der Fall sein, wenn die Eigentumsverhältnisse der Ehegatten sehr unterschiedlich sind, zum Beispiel weil einer der beiden Immobilienvermögen oder ein Unternehmen mit Betriebsvermögen besitzt.

<strong>Das Beratungsangebot</strong>
Im Rahmen einer Erstberatung klären wir mit Ihnen, welche Gestaltungsmöglichkeiten, Vor- und Nachteile der Abschluss eines Ehevertrages in Ihrem konkreten Fall bietet. Zudem beraten wir Sie zu den rechtlichen Grenzen, die Gesetzgeber und Gerichte ziehen.","Im Rahmen einer Erstberatung klären wir mit Ihnen, welche Gestaltungsmöglichkeiten, Vor- und Nachteile der Abschluss eines Ehevertrages bietet. Zudem beraten wir Sie zu den rechtlichen Grenzen, die Gesetzgeber und Gerichte ziehen.",erstellung-ehevertrag,2015-04-15 13:07:35,,Familienrecht,"Verbraucher, Familienrecht, Ehe, Partnerschaft, Eherecht, Ehevertrag",149,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2048&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/familienrecht/erstellung-ehevertrag/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2677,0,,,Beratung zu Erstellung und Gestaltung eines Partnerschaftsvertrages bei eingetragener Lebenspartnerschaft,"Viele gleichgeschlechtliche Paare verzichten auf einen Partnerschaftsvertrag, obwohl dieser, ähnlich wie ein Ehevertrag, häufig sinnvoll und in einigen Fällen auch dringend zu empfehlen ist. Das kann etwa dann der Fall sein, wenn die Eigentumsverhältnisse der Partner sehr unterschiedlich sind, zum Beispiel weil einer der beiden Eigentümer eines Unternehmens mit entsprechenden Betriebsmitteln oder von Immobilien ist.

<strong>Das Beratungsangebot</strong>
Im Rahmen einer Erstberatung klären wir mit Ihnen, welche Gestaltungsmöglichkeiten, Vor- und Nachteile der Abschluss eines Partnerschaftsvertrages in Ihrem konkreten Fall bietet. Zudem beraten wir Sie zu den rechtlichen Grenzen, die Gesetzgeber und Gerichte ziehen.","Viele gleichgeschlechtliche Paare verzichten auf einen Partnerschaftsvertrag, obwohl dieser, ähnlich wie ein Ehevertrag, häufig sinnvoll und in einigen Fällen auch dringend zu empfehlen ist. Das kann etwa dann der Fall sein, wenn die Eigentumsverhältnisse der Partner sehr unterschiedlich sind, zum Beispiel weil einer der beiden Eigentümer eines Unternehmens mit entsprechenden Betriebsmitteln oder von Immobilien ist.

Im Rahmen einer Erstberatung klären wir mit Ihnen, welche Gestaltungsmöglichkeiten, Vor- und Nachteile der Abschluss eines Partnerschaftsvertrages für gleichgeschlechtliche Paare in Ihrem konkreten Fall bietet. Zudem beraten wir Sie zu den rechtlichen Grenzen, die Gesetzgeber und Gerichte ziehen.",beratung-partnerschaftsvertrag-eingetragener-lebenspartnerschaft,2015-06-29 10:27:51,,Familienrecht,"Verbraucher, Familienrecht, Lebenspartnerschaft, Partnerschaft, eingetragene Lebenspartnerschaft, Partnerschaftsvertrag",149,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2677&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/familienrecht/beratung-partnerschaftsvertrag-eingetragener-lebenspartnerschaft/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2058,0,,,"Beratung zum Umgangsrecht mit einem Kind, wenn die Eltern getrennt leben","Trennen sich Eltern, sollen deren Kinder die Möglichkeit haben, zu beiden eine enge Bindung zu behalten bzw. aufzubauen. Dieses Umgangsrecht kann generell nur durch gerichtliche Entscheidung ausgeschlossen werden, wenn eine konkrete Gefährdung des Kindeswohls vorliegt.

Trotz dieses klaren Rechtsanspruchs ist es oft schwierig, das Umgangsrecht im Streitfall durchzusetzen. Bei vielen Paaren entsteht auch um die Ausgestaltung Streit: Wie oft und wie lange sollen das Kind und der Elternteil, von dem es getrennt lebt – meist der Vater – sich sehen? Wie sieht es an Feiertagen wie Weihnachten oder Ostern aus? Besteht auch Anspruch auf eine längere Urlaubsreise mit dem Kind? Haben auch andere Personen, etwa Groß- oder Pflegeeltern, ein Umgangsrecht?

<strong>Das Beratungsangebot</strong>
Unsere erfahrenen Rechtsanwälte/-innen beraten Sie zum Umgangsrecht in ihrer konkreten Familiensituation. Darüber hinaus informieren wir Sie, wie Sie Ihre Ansprüche durchsetzen können und welche Rolle das Jugendamt bei solchen Verfahren spielt.","Im Rahmen einer Erstberatung klären wir mit Ihnen, das Umgangsrecht in ihrer konkreten Familiensituation. Darüber hinaus informieren wir Sie, wie Sie Ihre Ansprüche durchsetzen können und welche Rolle das Jugendamt bei solchen Verfahren spielt.",umgangsrecht-wenn-die-eltern-getrennt-leben,2015-04-15 14:11:53,,Familienrecht,"Verbraucher, Sorgerecht, Familienrecht, Eltern, Umgang, Umgangsrecht",129,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2058&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/familienrecht/umgangsrecht-wenn-die-eltern-getrennt-leben/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2057,0,,,Beratung zur Beantragung des gemeinsamen / alleinigen Sorgerechts,"Das Sorgerecht für ein Kind umfasst viele wichtige Entscheidungen: Wo soll das Kind leben? Auf welche Schule soll es gehen? Soll ein bestimmter Arzt aufgesucht bzw. eine bestimmte Therapie durchgeführt werden oder nicht?

Sind beide Eltern verheiratet, haben beide generell gemeinsames Sorgerecht. Das heißt: In Angelegenheiten von erheblicher Bedeutung müssen sie grundsätzlich einvernehmlich entscheiden. Bei unverheirateten Eltern hat, wenn beide es nicht anders festlegen, zunächst die Mutter die alleinige Sorge. Allerdings kann der Vater das gemeinsame Sorgerecht (in Ausnahmefällen auch das alleinige) einfordern, notfalls gegen den Willen der Mutter.

Streit um das Sorgerecht gibt es besonders oft dann, wenn Ehepartner sich trennen. Denn Eltern mit gemeinsamem Sorgerecht müssen wichtige Entscheidungen wie einen Wohnort- oder Schulwechsel des Kindes grundsätzlich gemeinsam treffen.

<strong>Das Beratungsangebot</strong>
Einer unserer erfahrenen Familienrechtler prüft Ihren konkreten Fall im Rahmen einer Erstberatung. Wir prüfen für Sie, wie Ihre Chancen stehen, das gemeinsame oder alleinige Sorgerecht zu bekommen oder zu behalten.","Im Rahmen einer Erstberatung prüfen wir, wie Ihre Chancen stehen, das gemeinsame oder alleinige Sorgerecht zu bekommen oder zu behalten.",beantragung-sorgerecht,2015-04-15 14:08:32,,Familienrecht,"Verbraucher, Sorgerecht, Familienrecht, Umgang, Umgangsrecht, gemeinsames Sorgerecht, alleiniges Sorgerecht",129,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2057&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/familienrecht/beantragung-sorgerecht/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
1737,0,,,Beratung zur außergerichtlichen Schuldenbereinigung,"Sie wollen langfristig und nachhaltig Ihre bestehenden Verbindlichkeiten reduzieren?

<strong>Das Beratungsangebot</strong>
Wir analysieren Ihre persönliche Finanzsituation und beraten Sie auf dem Weg aus den Schulden. Mögliche Wege sind ein außergerichtlicher Schuldenvergleich oder ein (Verbraucher-)Insolvenzverfahren. Unser Ziel ist, Pfändungen oder Eidesstattliche Versicherung zu vermeiden und mit Ihren Gläubigern eine für beide Seiten akzeptable Lösung zu finden.","Wir analysieren Ihre persönliche Finanzsituation und beraten Sie auf dem Weg aus den Schulden. Unser Ziel ist, Pfändungen oder Eidesstattliche Versicherung zu vermeiden und mit Ihren Gläubigern eine für beide Seiten akzeptable Lösung zu finden.",beratung-zur-aussergerichtlichen-schuldenbereinigung,2015-03-25 18:03:55,,Inkasso &amp; Geldforderungen,"Verbraucher, Unternehmer, Schulden, Schuldenbereinigung",99.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=1737&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/inkasso/beratung-zur-aussergerichtlichen-schuldenbereinigung/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
16403,0,,,Berliner Testament,"Sie möchten ein Ehegattentestament, auch Berliner Testament genannt, aufsetzen?

<strong>Das Beratungsangebot</strong>
Wir entwerfen ein Berliner Testament, abgestimmt auf Ihre konkreten Wünsche und Bedürfnisse sowie die konkrete Lebenssituation. Das Testament enthält bereits Anweisungen, wie beispielsweise eine Teilung, eine Enterbung oder auch Vermächtnisse mit aufzunehmen sind. Es gibt auch Hinweise zu besonderen Gestaltungsformen wie beispielsweise Testamentsvollstreckung, die dann ergänzend noch mit aufgenommen werden können.","Sie erhalten den Entwurf eines Ehegattentestaments, eines so genannten Berliner Testaments, abgestimmt auf die konkreten Wünsche und Bedürfnisse sowie die konkrete Lebenssituation. Das Testament enthält dann bereits Anweisungen, wie beispielsweise eine Teilung, eine Enterbung oder auch Vermächtnisse mit aufzunehmen sind. Es gibt auch Hinweise zu besonderen Gestaltungsformen wie beispielsweise Testamentsvollstreckung, die dann ergänzend noch mit aufgenommen werden können.",berliner-testament,2015-11-13 17:30:43,,Erbrecht,"Testament, Erbrecht, Verbraucher, Vermächtnis, Berliner Testament",249,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=16403&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/erbrecht/berliner-testament/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
423,0,,,Berufsunfähigkeits-Versicherung‎ - Prüfung der Ansprüche,"Sie haben eine Berufsunfähigkeitsversicherung und diese weigert sich zu bezahlen?

<strong>Das Beratungsangebot</strong>
Wir prüfen Ihre möglichen Ansprüche gegen die Versicherung. Wenn Sie es wünschen, unterstützen wir Sie zusätzlich auch außergerichtlich und gerichtlich bei der Durchsetzung Ihrer Forderungen.

Bei berechtigten Ansprüchen kann eine rechtliche Vertretung durch die Kanzlei für Sie kostenfrei sein, da die Versicherung im Unterliegensfall grundsätzlich Ihre Rechtsverfolgungskosten ersetzen muss! Die Details einer möglichen Kostenerstattung können individuell im Zuge der Rechtsberatung geklärt werden.",Sie haben eine Berufsunfähigkeitsversicherung und diese weigert sich zu bezahlen? Wir prüfen Ihre Ansprüche und helfen bei der Durchsetzung! Bei berechtigten Ansprüchen ist unser Vorgehen für Sie kostenfrei!,berufsunfaehigkeitsversicherung,2015-01-05 14:02:47,,Versicherungsrecht,"Versicherungsrecht, Berufsunfähigkeitsversicherung, BUV, Berufsunfähigkeit, Verbraucher",79,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=423&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/versicherungsrecht/berufsunfaehigkeitsversicherung/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
2955,0,,,Bestellung per Nachnahme - Erstberatung bei betrügerischer Nachnahmelieferung,"Sie haben jemandem die Zahlung per Nachnahme gestattet, die Person begleicht jedoch die Rechnung nicht, und weigert sich den Kaufpreis zu begleichen?

<strong>Das Beratungsangebot</strong>
Im Rahmen der Beratung benennen wir die Voraussetzungen einer möglichen gerichtlichen Geltendmachung ihrer Forderung, bzw. weiterer rechtlicher Möglichkeiten.",Erstberatung bei möglichem Betrug bei Lieferung per Nachname.,betruegerischer-nachnahmelieferung,2015-08-27 13:50:26,,Verbraucherrecht,"Verbraucher, Verbraucherrecht, Verbraucherschutz, Mangel, Umtausch, Reklamation, Nachnahme, Nachnahmelieferung, Versand",79.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=2955&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/verbraucherrecht/betruegerischer-nachnahmelieferung/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
433,0,,,Betreuungsverfügung,"Sie möchten für den Fall, dass Sie selbst nicht mehr entscheiden können (z. B. Bei Krankheit oder geistiger Behinderung) sicherstellen, dass Ihr Wille dann richtig umgesetzt wird? Sie möchten jetzt schon sagen, wer Ihr Betreuer wird?

<strong>Das Beratungsangebot</strong>
Wir gestalten eine Betreuungsverfügung rechtssicher.","Sie möchten für den Fall, dass Sie selbst nicht mehr entscheiden können (z. B. Bei Krankheit oder geistiger Behinderung) sicherstellen, dass Ihr Wille dann richtig umgesetzt wird? Sie möchten jetzt schon sagen, wer Ihr Betreuer wird? Wir gestalten eine Betreuungsverfügung rechtssicher.",betreuungsverfuegung,2015-01-05 15:05:28,,Vorsorge,"Vorsorge, Betreuungsverfügung, Pflegeheim, Betreuung, Verbraucher",149,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=433&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/vorsorge/betreuungsverfuegung/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
16422,0,,,Big Data - Beratung zur datenschutzkonformen Nutzung,"Sie möchten Ihr Datenschutzkonzept einer Kontrolle unterziehen, um auf mögliche Risiken und Problemfelder frühzeitig hingewiesen zu werden?

<strong>Das Beratungsangebot</strong>
Wir bieten Ihnen eine Prüfung und Bewertung Ihres Datenschutzkonzepts durch einen TÜV-geprüften Datenschutzauditor. Dieser hilft Ihnen, die datenschutzrechtlichen Risiken abzuschätzen und zu reduzieren.

Auf Wunsch erhalten Sie ein Gutachten, das Sie auch zur Vorlage bei Ihren Kunden einsetzen können. Dieses Gutachten eignet sich insbesondere zur Bestandsaufnahme des aktuellen Datenschutzniveaus im Unternehmen, zur Überprüfung der Umsetzung der Datenschutzstandards im Unternehmen und zum Nachweis des Datenschutzniveaus gegenüber Kunden und potentiellen Auftraggebern.","<span style=""line-height: 1.42857;"">Wir bieten Ihnen eine Prüfung und Bewertung Ihres Datenschutzkonzepts durch einen TÜV-geprüften Datenschutzauditor. </span>",big-data-beratung-zur-datenschutzkonformen-nutzung,2015-11-16 17:42:17,,Datenschutzrecht,"Datenschutz, Unternehmer, Datenschutzrecht, Datenschutzkonzept, Big Data",1,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=16422&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/datenschutzrecht/big-data-beratung-zur-datenschutzkonformen-nutzung/,,Kanzlei Prof. Schweizer,ADM,Kein Preis
2755,0,,,Bitte schön,Richtig viel Betreuung,,bitte-schoen-2,2015-07-07 16:21:58,,individualoffer,,1,1,,,no,Taxable,Standard,,,,,,instock,no,Do not allow,no,,Choose a grouped product...,post.php?post=2755&action=edit,,publish,Catalog/search,,,yes,yes,,,,Standard,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/individualoffer/bitte-schoen-2/,,STEINPICHLER Rechtsanwälte PartGmbB,,
2754,0,,,Bitte schön,Richtig viel Betreuung,,bitte-schoen,2015-07-07 16:20:58,,individualoffer,,1,1,,,no,Taxable,Standard,,,,,,instock,no,Do not allow,no,,Choose a grouped product...,post.php?post=2754&action=edit,,publish,Catalog/search,,,yes,yes,,,,Standard,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/individualoffer/bitte-schoen/,,STEINPICHLER Rechtsanwälte PartGmbB,,
1735,0,,,Bonitätsprüfung / Wirtschaftsauskünfte,"Sie wollen sicher gehen, dass ein potentieller Geschäftspartner der ist, der er vorgibt zu sein, und nicht amtsbekannt verschuldet ist?

<strong>Das Beratungsangebot</strong>
Wir überprüfen, ob für eine Person Negativmerkmale wie Konkurse, Insolvenzen, eidesstattliche Versicherungen oder Haftanordnungen in den gängigen Datenbanken und Registern verzeichnet sind.","Wir überprüfen, ob für eine Person Negativmerkmale wie Konkurse, Insolvenzen, eidesstattliche Versicherungen oder Haftanordnungen in den gängigen Datenbanken und Registern verzeichnet sind.",bonitaetspruefung-wirtschaftsauskuenfte,2015-03-25 17:55:19,,Inkasso &amp; Geldforderungen,"Verbraucher, Unternehmer, Inkasso, Bonität, Negativmerkmal",79.00,,,,no,Taxable,Standard,,,,,,instock,,,no,,Choose a grouped product...,post.php?post=1735&action=edit,,publish,Catalog/search,,,no,no,,,,,,,yes,0,simple,http://dev.recht-sofort.com/beratungsangebot/inkasso/bonitaetspruefung-wirtschaftsauskuenfte/,,STEINPICHLER Rechtsanwälte PartGmbB,"Guter Rat, SUPERillu, Recht-sofort",
